,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
12881,2020-04-06 16:25:00,-0.0,-0.0,4.0,,5.0,0.0,10
12831,2020-04-06 16:25:00,1.0,0.0,3.0,,4.0,-0.0,10
12890,2020-04-06 16:25:00,0.0,0.0,3.0,,5.0,0.0,10
12886,2020-04-06 16:25:00,0.0,0.0,4.0,,4.0,0.0,10
12845,2020-04-06 16:25:00,1.0,0.0,3.0,,4.0,1.0,10
12847,2020-04-06 16:30:00,0.0,-0.0,4.0,,5.0,0.0,10
12833,2020-04-06 16:30:00,1.0,1.0,3.0,,4.0,-0.0,10
12825,2020-04-06 16:30:00,1.0,0.0,2.0,,3.0,-0.0,10
12802,2020-04-06 16:30:00,0.0,0.0,3.0,,5.0,0.0,10
12798,2020-04-06 16:30:00,-0.0,0.0,4.0,,4.0,1.0,10
12824,2020-04-06 16:40:00,1.0,1.0,2.0,,4.0,-0.0,10
12803,2020-04-06 16:40:00,0.0,-0.0,3.0,,4.0,1.0,10
12865,2020-04-06 16:40:00,0.0,0.0,1.0,,4.0,0.0,10
11314,2020-04-06 16:45:00,-0.0,-0.0,3.0,,3.0,0.0,10
12891,2020-04-06 16:45:00,-0.0,0.0,4.0,,4.0,0.0,10
12822,2020-04-06 16:45:00,1.0,0.0,3.0,,4.0,0.0,10
12883,2020-04-06 16:45:00,0.0,1.0,3.0,,4.0,-0.0,10
12801,2020-04-06 16:45:00,-0.0,0.0,3.0,4.0,5.0,0.0,10
12884,2020-04-06 16:45:00,0.0,0.0,3.0,,3.0,0.0,10
11307,2020-04-06 16:50:00,0.0,0.0,3.0,,4.0,-0.0,10
12820,2020-04-06 16:50:00,0.0,0.0,2.0,,4.0,-0.0,10
12829,2020-04-06 16:50:00,0.0,-0.0,4.0,,4.0,1.0,10
12830,2020-04-06 16:50:00,1.0,1.0,4.0,,5.0,-0.0,10
12826,2020-04-06 16:55:00,1.0,-0.0,3.0,,4.0,0.0,10
12840,2020-04-06 16:55:00,0.0,1.0,3.0,,5.0,0.0,10
12827,2020-04-06 16:55:00,0.0,1.0,3.0,,4.0,1.0,10
12823,2020-04-06 16:55:00,0.0,0.0,3.0,,5.0,1.0,10
12876,2020-04-06 16:55:00,1.0,-0.0,3.0,,5.0,0.0,10
12832,2020-04-06 16:55:00,0.0,-0.0,3.0,9.0,4.0,0.0,10
12843,2020-04-06 17:00:00,-0.0,0.0,3.0,,5.0,1.0,10
12856,2020-04-06 17:00:00,0.0,1.0,3.0,,3.0,1.0,10
12878,2020-04-06 17:00:00,1.0,0.0,3.0,,5.0,-0.0,10
12894,2020-04-06 17:00:00,0.0,1.0,3.0,,3.0,0.0,10
12818,2020-04-06 17:00:00,-0.0,0.0,3.0,,3.0,-0.0,10
12797,2020-04-06 17:00:00,-0.0,-0.0,3.0,,4.0,0.0,10
12836,2020-04-06 17:10:00,0.0,1.0,3.0,,3.0,0.0,10
12787,2020-04-06 17:10:00,0.0,1.0,3.0,,4.0,0.0,10
12846,2020-04-06 17:15:00,0.0,0.0,4.0,,5.0,-0.0,10
6533,2020-04-06 17:15:00,7.0,10.0,3.0,,10.0,,10
12794,2020-04-06 17:15:00,0.0,0.0,3.0,,4.0,0.0,10
12893,2020-04-06 17:20:00,-0.0,0.0,3.0,,4.0,0.0,10
12819,2020-04-06 17:20:00,0.0,0.0,3.0,,4.0,0.0,10
12828,2020-04-06 17:20:00,0.0,-0.0,3.0,,4.0,0.0,10
6549,2020-04-06 17:25:00,5.0,6.0,4.0,,1.0,,10
6739,2020-04-06 17:25:00,1.0,10.0,10.0,,8.0,,10
12882,2020-04-06 17:30:00,0.0,0.0,3.0,,3.0,0.0,10
12879,2020-04-06 17:30:00,-0.0,0.0,3.0,,3.0,0.0,10
12860,2020-04-06 17:30:00,0.0,0.0,4.0,,4.0,1.0,10
11322,2020-04-06 17:30:00,0.0,0.0,3.0,,4.0,-0.0,10
12867,2020-04-06 17:35:00,0.0,1.0,3.0,,4.0,0.0,10
11304,2020-04-06 17:40:00,-0.0,0.0,3.0,,5.0,1.0,10
12792,2020-04-06 17:40:00,0.0,0.0,1.0,,4.0,0.0,10
12851,2020-04-06 17:40:00,-0.0,-0.0,3.0,,3.0,0.0,10
12862,2020-04-06 17:45:00,-0.0,-0.0,4.0,,3.0,0.0,10
12874,2020-04-06 17:45:00,0.0,1.0,2.0,,4.0,0.0,10
11306,2020-04-06 17:50:00,0.0,0.0,3.0,,4.0,0.0,10
6634,2020-04-06 17:50:00,10.0,4.0,10.0,,5.0,,10
12852,2020-04-06 17:50:00,0.0,1.0,3.0,,4.0,0.0,10
12815,2020-04-06 17:55:00,-0.0,1.0,3.0,,3.0,0.0,10
12885,2020-04-06 17:55:00,0.0,1.0,2.0,,4.0,0.0,10
11320,2020-04-06 17:55:00,1.0,0.0,4.0,,4.0,1.0,10
12814,2020-04-06 17:55:00,0.0,0.0,3.0,,4.0,0.0,10
12790,2020-04-06 17:55:00,1.0,0.0,3.0,,4.0,0.0,10
12873,2020-04-06 17:55:00,-0.0,1.0,2.0,,4.0,0.0,10
12844,2020-04-06 17:55:00,0.0,1.0,3.0,,5.0,0.0,10
12795,2020-04-06 18:00:00,0.0,0.0,3.0,,5.0,0.0,10
12811,2020-04-06 18:05:00,1.0,-0.0,3.0,,4.0,0.0,10
12853,2020-04-06 18:15:00,0.0,0.0,4.0,,3.0,-0.0,10
12791,2020-04-06 18:15:00,0.0,0.0,3.0,,5.0,0.0,10
11329,2020-04-06 18:20:00,0.0,-0.0,4.0,,3.0,0.0,10
12807,2020-04-06 18:25:00,0.0,0.0,3.0,,3.0,-0.0,10
12800,2020-04-06 18:25:00,-0.0,1.0,3.0,,2.0,0.0,10
6596,2020-04-06 18:30:00,9.0,10.0,7.0,,8.0,,10
6726,2020-04-06 18:30:00,1.0,3.0,1.0,,5.0,,10
12863,2020-04-06 18:35:00,0.0,0.0,3.0,,4.0,1.0,10
12861,2020-04-06 18:40:00,0.0,1.0,4.0,,3.0,0.0,10
11308,2020-04-06 18:45:00,0.0,0.0,2.0,,4.0,1.0,10
12813,2020-04-06 18:50:00,-0.0,-0.0,4.0,,4.0,0.0,10
12809,2020-04-06 18:50:00,-0.0,0.0,4.0,,4.0,1.0,10
12870,2020-04-06 18:50:00,0.0,0.0,3.0,,4.0,0.0,10
11326,2020-04-06 18:55:00,-0.0,0.0,2.0,,5.0,-0.0,10
12796,2020-04-06 18:55:00,0.0,-0.0,2.0,,5.0,0.0,10
12799,2020-04-06 19:00:00,0.0,1.0,3.0,,3.0,-0.0,10
12895,2020-04-06 19:05:00,-0.0,-0.0,3.0,,5.0,-0.0,10
12888,2020-04-06 19:15:00,2.0,0.0,2.0,,4.0,-0.0,10
12857,2020-04-06 19:20:00,1.0,-0.0,3.0,,3.0,0.0,10
6436,2020-04-06 19:25:00,8.0,7.0,8.0,,0.0,1.0,10
12849,2020-04-06 19:25:00,1.0,0.0,4.0,,4.0,,10
6663,2020-04-06 19:30:00,10.0,5.0,10.0,,1.0,,10
6696,2020-04-06 19:35:00,0.0,7.0,7.0,,10.0,,10
6555,2020-04-06 19:40:00,10.0,8.0,10.0,,7.0,,10
12872,2020-04-06 20:00:00,0.0,0.0,1.0,,5.0,-0.0,10
6713,2020-04-06 20:10:00,5.0,9.0,7.0,,10.0,,10
12877,2020-04-06 20:20:00,1.0,-0.0,3.0,,4.0,1.0,10
6545,2020-04-06 20:50:00,1.0,8.0,3.0,,9.0,,10
6501,2020-04-06 20:50:00,10.0,1.0,7.0,,6.0,,10
6623,2020-04-06 20:50:00,1.0,8.0,10.0,,5.0,,10
6456,2020-04-06 21:15:00,4.0,8.0,2.0,,9.0,,10
6445,2020-04-06 21:30:00,3.0,5.0,7.0,,10.0,,10
6547,2020-04-06 21:30:00,1.0,8.0,0.0,,9.0,,10
6746,2020-04-06 22:05:00,4.0,8.0,4.0,,1.0,,10
6620,2020-04-06 22:10:00,6.0,10.0,6.0,,1.0,,10
6606,2020-04-06 22:20:00,10.0,3.0,0.0,,8.0,,10
6562,2020-04-06 22:35:00,3.0,10.0,10.0,,9.0,1.0,10
12848,2020-04-06 22:35:00,0.0,1.0,3.0,,4.0,0.0,10
6454,2020-04-06 22:40:00,10.0,6.0,7.0,,4.0,1.0,10
6657,2020-04-06 23:00:00,6.0,6.0,7.0,,2.0,,10
6426,2020-04-06 23:10:00,3.0,5.0,9.0,,10.0,,10
6708,2020-04-06 23:55:00,0.0,10.0,3.0,,3.0,,10
6458,2020-04-07 00:30:00,10.0,9.0,6.0,,0.0,,10
6513,2020-04-07 00:35:00,3.0,1.0,10.0,,0.0,,10
6718,2020-04-07 00:45:00,8.0,4.0,6.0,,9.0,1.0,10
6451,2020-04-07 01:00:00,2.0,7.0,5.0,,5.0,,10
6470,2020-04-07 01:15:00,0.0,8.0,6.0,,10.0,,10
6684,2020-04-07 01:20:00,3.0,4.0,4.0,,2.0,0.0,10
6691,2020-04-07 01:45:00,9.0,2.0,8.0,,10.0,,10
6655,2020-04-07 01:45:00,10.0,10.0,7.0,,4.0,,10
6721,2020-04-07 01:50:00,10.0,8.0,10.0,,2.0,,10
6503,2020-04-07 02:00:00,0.0,10.0,0.0,,3.0,,10
6508,2020-04-07 02:10:00,3.0,10.0,8.0,,4.0,,10
6507,2020-04-07 02:25:00,10.0,10.0,4.0,,10.0,,10
6683,2020-04-07 02:55:00,9.0,6.0,4.0,,3.0,,10
6695,2020-04-07 03:20:00,6.0,6.0,0.0,,0.0,,10
6528,2020-04-07 03:30:00,1.0,8.0,10.0,,0.0,,10
6658,2020-04-07 03:40:00,7.0,4.0,6.0,,5.0,,10
6622,2020-04-07 03:55:00,3.0,9.0,0.0,,10.0,,10
6660,2020-04-07 04:25:00,6.0,4.0,10.0,,6.0,,10
6437,2020-04-07 04:45:00,7.0,3.0,10.0,,5.0,,10
6486,2020-04-07 05:15:00,9.0,8.0,5.0,,3.0,,10
6602,2020-04-07 05:45:00,1.0,9.0,9.0,,9.0,,10
6614,2020-04-07 06:35:00,4.0,4.0,4.0,,10.0,,10
6589,2020-04-07 06:40:00,9.0,6.0,4.0,,1.0,,10
6441,2020-04-07 06:55:00,0.0,8.0,5.0,,1.0,,10
6701,2020-04-07 07:55:00,4.0,0.0,9.0,,5.0,,10
6430,2020-04-07 08:15:00,9.0,0.0,2.0,,1.0,,10
6608,2020-04-07 08:35:00,4.0,5.0,10.0,,3.0,,10
6431,2020-04-07 09:20:00,10.0,10.0,0.0,,10.0,,10
6587,2020-04-07 09:25:00,10.0,1.0,3.0,,10.0,,10
6649,2020-04-07 09:35:00,10.0,8.0,5.0,,6.0,1.0,10
6741,2020-04-07 09:50:00,1.0,0.0,8.0,,2.0,,10
6723,2020-04-07 10:00:00,6.0,3.0,7.0,,1.0,0.0,10
6561,2020-04-07 10:45:00,1.0,10.0,3.0,,8.0,0.0,10
6638,2020-04-07 10:55:00,10.0,4.0,3.0,,7.0,,10
6590,2020-04-07 11:00:00,4.0,9.0,9.0,,4.0,,10
6442,2020-04-07 11:05:00,8.0,5.0,10.0,,3.0,,10
6682,2020-04-07 11:20:00,0.0,4.0,6.0,,10.0,,10
6748,2020-04-07 11:20:00,2.0,5.0,10.0,,7.0,,10
6479,2020-04-07 11:25:00,10.0,5.0,0.0,,9.0,,10
6526,2020-04-07 12:20:00,3.0,6.0,10.0,,1.0,,10
6523,2020-04-07 12:20:00,7.0,0.0,0.0,,1.0,,10
6669,2020-04-07 13:30:00,8.0,1.0,10.0,,2.0,,10
6617,2020-04-07 13:45:00,0.0,5.0,7.0,,10.0,,10
6585,2020-04-07 14:30:00,2.0,7.0,5.0,,4.0,1.0,10
6630,2020-04-07 14:55:00,0.0,3.0,10.0,,0.0,,10
6603,2020-04-07 16:00:00,0.0,9.0,10.0,,5.0,,10
6593,2020-04-07 17:00:00,8.0,10.0,2.0,,5.0,,10
6678,2020-04-07 17:00:00,2.0,0.0,10.0,,3.0,,10
6728,2020-04-07 17:10:00,2.0,3.0,4.0,,10.0,,10
6699,2020-04-07 17:10:00,0.0,5.0,10.0,,5.0,,10
6440,2020-04-07 17:15:00,10.0,8.0,2.0,,3.0,1.0,10
6564,2020-04-07 18:20:00,10.0,2.0,1.0,,5.0,1.0,10
6654,2020-04-07 18:35:00,10.0,2.0,9.0,,8.0,,10
6462,2020-04-07 20:00:00,1.0,1.0,1.0,,10.0,,10
6460,2020-04-07 20:05:00,0.0,9.0,10.0,,8.0,,10
6537,2020-04-07 20:20:00,5.0,10.0,7.0,,8.0,1.0,10
6599,2020-04-07 20:40:00,4.0,5.0,5.0,,4.0,,10
6556,2020-04-07 20:50:00,10.0,4.0,0.0,,2.0,,10
6743,2020-04-07 20:55:00,3.0,5.0,5.0,,5.0,,10
6725,2020-04-07 20:55:00,10.0,10.0,1.0,,8.0,,10
6476,2020-04-07 21:10:00,1.0,10.0,10.0,,7.0,,10
6605,2020-04-07 21:50:00,3.0,6.0,8.0,,0.0,,10
6512,2020-04-07 22:15:00,6.0,10.0,6.0,,4.0,,10
6461,2020-04-07 22:20:00,2.0,5.0,3.0,,10.0,,10
6477,2020-04-07 22:45:00,0.0,4.0,5.0,,5.0,,10
6690,2020-04-07 22:50:00,2.0,4.0,0.0,,2.0,0.0,10
6729,2020-04-07 22:55:00,3.0,1.0,10.0,,6.0,,10
6636,2020-04-07 22:55:00,2.0,10.0,3.0,,0.0,1.0,10
6446,2020-04-07 23:00:00,7.0,6.0,1.0,,5.0,1.0,10
6687,2020-04-07 23:10:00,10.0,10.0,8.0,,6.0,,10
6468,2020-04-08 00:05:00,7.0,5.0,7.0,,9.0,0.0,10
6664,2020-04-08 00:25:00,5.0,3.0,8.0,,8.0,,10
6465,2020-04-08 00:35:00,2.0,4.0,0.0,,7.0,,10
6583,2020-04-08 01:25:00,6.0,7.0,10.0,,0.0,,10
6447,2020-04-08 01:55:00,4.0,10.0,9.0,,7.0,,10
6478,2020-04-08 02:00:00,7.0,10.0,10.0,,10.0,0.0,10
6571,2020-04-08 02:05:00,0.0,0.0,1.0,,4.0,,10
6530,2020-04-08 02:10:00,10.0,5.0,1.0,,4.0,,10
6740,2020-04-08 02:15:00,2.0,10.0,1.0,,2.0,,10
6592,2020-04-08 02:40:00,4.0,0.0,8.0,,4.0,,10
6673,2020-04-08 02:50:00,10.0,5.0,5.0,,10.0,,10
6633,2020-04-08 03:15:00,2.0,6.0,10.0,,10.0,,10
6448,2020-04-08 03:35:00,10.0,9.0,2.0,,6.0,,10
6736,2020-04-08 03:35:00,9.0,7.0,1.0,,1.0,,10
6579,2020-04-08 03:40:00,0.0,7.0,2.0,,10.0,,10
6706,2020-04-08 03:55:00,2.0,10.0,10.0,,1.0,1.0,10
6653,2020-04-08 04:25:00,0.0,7.0,5.0,,5.0,,10
6694,2020-04-08 04:40:00,7.0,0.0,7.0,,3.0,,10
6485,2020-04-08 04:55:00,1.0,8.0,10.0,,5.0,,10
6675,2020-04-08 05:05:00,3.0,7.0,7.0,,6.0,0.0,10
6489,2020-04-08 05:30:00,4.0,1.0,8.0,,7.0,,10
6665,2020-04-08 05:35:00,7.0,10.0,3.0,,7.0,,10
6457,2020-04-08 05:45:00,9.0,7.0,4.0,,2.0,,10
6646,2020-04-08 06:35:00,8.0,1.0,1.0,,10.0,,10
6524,2020-04-08 06:35:00,1.0,6.0,8.0,,1.0,,10
6635,2020-04-08 06:55:00,5.0,3.0,5.0,,6.0,,10
6563,2020-04-08 07:50:00,5.0,0.0,10.0,,1.0,,10
35347,2020-04-08 08:35:00,6.0,10.0,6.0,,7.0,2.0,10
34185,2020-04-08 08:35:00,7.0,9.0,6.0,,7.0,1.0,10
34995,2020-04-08 08:35:00,7.0,9.0,7.0,,8.0,2.0,10
34158,2020-04-08 08:35:00,6.0,9.0,6.0,,8.0,2.0,10
34596,2020-04-08 08:35:00,5.0,9.0,6.0,,6.0,1.0,10
34601,2020-04-08 08:35:00,5.0,9.0,6.0,,6.0,2.0,10
34204,2020-04-08 08:35:00,6.0,8.0,6.0,,7.0,1.0,10
35302,2020-04-08 08:35:00,6.0,9.0,6.0,,6.0,2.0,10
34608,2020-04-08 08:35:00,5.0,8.0,6.0,,7.0,3.0,10
34325,2020-04-08 08:35:00,5.0,9.0,6.0,,6.0,2.0,10
34162,2020-04-08 08:35:00,7.0,9.0,6.0,,7.0,2.0,10
35054,2020-04-08 08:35:00,5.0,8.0,5.0,,7.0,2.0,10
35021,2020-04-08 08:35:00,6.0,10.0,5.0,,7.0,1.0,10
34936,2020-04-08 08:35:00,7.0,8.0,7.0,,7.0,3.0,10
35383,2020-04-08 08:35:00,6.0,9.0,7.0,,7.0,2.0,10
34732,2020-04-08 08:35:00,5.0,10.0,5.0,,7.0,2.0,10
35023,2020-04-08 08:35:00,7.0,9.0,6.0,,7.0,3.0,10
35281,2020-04-08 08:35:00,5.0,9.0,6.0,,6.0,1.0,10
34719,2020-04-08 08:35:00,6.0,8.0,6.0,,7.0,2.0,10
34480,2020-04-08 08:35:00,6.0,8.0,6.0,,6.0,3.0,10
35029,2020-04-08 08:35:00,6.0,9.0,6.0,,6.0,3.0,10
35273,2020-04-08 08:35:00,5.0,9.0,5.0,,8.0,2.0,10
34510,2020-04-08 08:35:00,7.0,8.0,5.0,,7.0,1.0,10
34502,2020-04-08 08:35:00,7.0,9.0,6.0,,6.0,2.0,10
34501,2020-04-08 08:35:00,6.0,8.0,6.0,,7.0,3.0,10
34279,2020-04-08 08:35:00,6.0,10.0,6.0,,7.0,3.0,10
34738,2020-04-08 08:35:00,6.0,10.0,6.0,,7.0,1.0,10
34240,2020-04-08 08:35:00,5.0,9.0,5.0,,7.0,2.0,10
35073,2020-04-08 08:35:00,5.0,10.0,6.0,,7.0,1.0,10
34572,2020-04-08 08:35:00,7.0,10.0,6.0,,7.0,2.0,10
35099,2020-04-08 08:35:00,5.0,10.0,6.0,,7.0,1.0,10
34680,2020-04-08 08:35:00,6.0,9.0,6.0,,7.0,4.0,10
34445,2020-04-08 08:35:00,5.0,8.0,6.0,,7.0,2.0,10
34664,2020-04-08 08:35:00,7.0,10.0,7.0,,7.0,2.0,10
35112,2020-04-08 08:35:00,6.0,9.0,6.0,,7.0,3.0,10
34371,2020-04-08 08:35:00,6.0,9.0,6.0,,7.0,2.0,10
34913,2020-04-08 08:35:00,5.0,8.0,7.0,,7.0,2.0,10
6613,2020-04-08 08:35:00,7.0,1.0,5.0,,4.0,1.0,10
34338,2020-04-08 08:35:00,5.0,9.0,6.0,,7.0,2.0,10
34370,2020-04-08 08:35:00,6.0,9.0,4.0,,7.0,1.0,10
34925,2020-04-08 08:35:00,7.0,9.0,4.0,,7.0,2.0,10
34348,2020-04-08 08:35:00,6.0,9.0,7.0,,7.0,2.0,10
34644,2020-04-08 08:35:00,6.0,9.0,7.0,,7.0,3.0,10
34342,2020-04-08 08:35:00,6.0,10.0,6.0,,7.0,1.0,10
35137,2020-04-08 08:35:00,6.0,8.0,5.0,,8.0,2.0,10
35385,2020-04-08 08:35:00,6.0,9.0,6.0,,7.0,2.0,10
34653,2020-04-08 08:35:00,6.0,10.0,7.0,,8.0,1.0,10
34870,2020-04-08 08:35:00,6.0,8.0,6.0,,7.0,2.0,10
34419,2020-04-08 08:35:00,6.0,9.0,6.0,,7.0,0.0,10
35018,2020-04-09 04:40:00,7.0,9.0,7.0,,8.0,2.0,10
35134,2020-04-09 04:40:00,6.0,10.0,6.0,,6.0,3.0,10
35015,2020-04-09 04:40:00,6.0,9.0,5.0,,6.0,2.0,10
35020,2020-04-09 04:40:00,7.0,10.0,6.0,,5.0,1.0,10
35136,2020-04-09 04:40:00,7.0,10.0,6.0,,6.0,3.0,10
35016,2020-04-09 04:40:00,6.0,8.0,6.0,,7.0,1.0,10
35017,2020-04-09 04:40:00,5.0,8.0,6.0,,8.0,0.0,10
35022,2020-04-09 04:40:00,6.0,9.0,6.0,,6.0,3.0,10
35135,2020-04-09 04:40:00,6.0,10.0,6.0,,7.0,3.0,10
35019,2020-04-09 04:40:00,6.0,10.0,5.0,,7.0,2.0,10
35092,2020-04-09 04:40:00,7.0,8.0,6.0,,7.0,2.0,10
35132,2020-04-09 04:40:00,5.0,10.0,6.0,,7.0,2.0,10
35123,2020-04-09 04:40:00,4.0,10.0,6.0,,7.0,2.0,10
