,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
25852,2020-04-08 09:25:00,,9.0,6.0,,,5.0,7
25824,2020-04-08 09:25:00,,7.0,6.0,,,6.0,7
25827,2020-04-08 09:25:00,,8.0,6.0,,,5.0,7
25890,2020-04-08 09:25:00,,7.0,5.0,,,5.0,7
25886,2020-04-08 09:25:00,,8.0,6.0,,,5.0,7
25865,2020-04-08 09:25:00,,8.0,6.0,,,4.0,7
25822,2020-04-08 09:25:00,,7.0,5.0,,,5.0,7
25920,2020-04-08 09:25:00,,8.0,6.0,,,5.0,7
25863,2020-04-08 09:25:00,,8.0,5.0,,,4.0,7
25834,2020-04-08 09:25:00,,8.0,5.0,,,4.0,7
25808,2020-04-08 09:25:00,,8.0,6.0,,,6.0,7
25832,2020-04-08 09:25:00,,9.0,6.0,,,4.0,7
25930,2020-04-08 09:30:00,,7.0,7.0,,,5.0,7
25859,2020-04-08 09:30:00,,7.0,6.0,,,4.0,7
25903,2020-04-08 09:30:00,,8.0,6.0,,,5.0,7
25805,2020-04-08 09:30:00,,7.0,5.0,,8.0,6.0,7
25845,2020-04-08 09:30:00,10.0,9.0,6.0,,,5.0,7
25809,2020-04-08 09:30:00,,8.0,6.0,,,5.0,7
25873,2020-04-08 09:35:00,,7.0,6.0,,,4.0,7
25825,2020-04-08 09:35:00,,8.0,5.0,,,5.0,7
25838,2020-04-08 09:35:00,,8.0,7.0,,,6.0,7
25850,2020-04-08 09:35:00,,7.0,6.0,,,5.0,7
25884,2020-04-08 09:35:00,,7.0,6.0,,,5.0,7
25932,2020-04-08 09:40:00,,8.0,7.0,,,5.0,7
25923,2020-04-08 09:40:00,,9.0,7.0,,,6.0,7
25871,2020-04-08 09:45:00,,8.0,7.0,,,5.0,7
25870,2020-04-08 09:45:00,,7.0,6.0,,,6.0,7
25813,2020-04-08 09:45:00,,7.0,6.0,,,5.0,7
25844,2020-04-08 09:45:00,,7.0,6.0,,,5.0,7
25922,2020-04-08 09:45:00,,7.0,7.0,,,5.0,7
25888,2020-04-08 09:45:00,,9.0,6.0,,,6.0,7
25892,2020-04-08 09:50:00,,8.0,6.0,,,5.0,7
25858,2020-04-08 09:50:00,,9.0,5.0,,,5.0,7
25928,2020-04-08 09:50:00,,7.0,5.0,,,4.0,7
25826,2020-04-08 09:50:00,,9.0,6.0,,,6.0,7
25907,2020-04-08 09:55:00,,7.0,6.0,,,5.0,7
25879,2020-04-08 10:00:00,,8.0,6.0,,,5.0,7
25849,2020-04-08 10:00:00,,8.0,6.0,,,4.0,7
25910,2020-04-08 10:00:00,,8.0,6.0,,,5.0,7
25911,2020-04-08 10:00:00,,8.0,6.0,,,5.0,7
25812,2020-04-08 10:05:00,,7.0,7.0,,,4.0,7
25814,2020-04-08 10:05:00,,8.0,6.0,,,4.0,7
25919,2020-04-08 10:05:00,,8.0,6.0,,,6.0,7
25904,2020-04-08 10:05:00,,8.0,7.0,,,6.0,7
25853,2020-04-08 10:05:00,,8.0,5.0,,,5.0,7
25906,2020-04-08 10:10:00,,8.0,5.0,,,5.0,7
25915,2020-04-08 10:10:00,,7.0,6.0,,,5.0,7
25854,2020-04-08 10:10:00,,8.0,7.0,,,5.0,7
25851,2020-04-08 10:15:00,,8.0,5.0,,,5.0,7
25918,2020-04-08 10:15:00,,8.0,6.0,,,5.0,7
25855,2020-04-08 10:15:00,,7.0,5.0,,,5.0,7
25891,2020-04-08 10:15:00,,9.0,6.0,,,5.0,7
25895,2020-04-08 10:20:00,,9.0,5.0,,,6.0,7
25908,2020-04-08 10:20:00,,8.0,6.0,,,5.0,7
25847,2020-04-08 10:25:00,,7.0,6.0,,,5.0,7
25896,2020-04-08 10:30:00,,8.0,6.0,,,5.0,7
25902,2020-04-08 10:30:00,,9.0,7.0,,,4.0,7
25860,2020-04-08 10:30:00,,7.0,6.0,,,6.0,7
25829,2020-04-08 10:30:00,,7.0,6.0,,,5.0,7
25837,2020-04-08 10:30:00,,9.0,6.0,,,5.0,7
25835,2020-04-08 10:35:00,,8.0,6.0,,,5.0,7
25872,2020-04-08 10:35:00,,8.0,4.0,,,5.0,7
25840,2020-04-08 10:40:00,,8.0,5.0,,,4.0,7
25841,2020-04-08 10:45:00,,8.0,6.0,,,5.0,7
25894,2020-04-08 10:45:00,,8.0,6.0,,,4.0,7
25882,2020-04-08 10:45:00,,8.0,6.0,,,5.0,7
25821,2020-04-08 10:50:00,,8.0,5.0,,,4.0,7
25878,2020-04-08 10:55:00,,8.0,7.0,,,4.0,7
25864,2020-04-08 10:55:00,,7.0,7.0,,,6.0,7
25927,2020-04-08 10:55:00,,8.0,5.0,,,6.0,7
25810,2020-04-08 11:05:00,,8.0,7.0,,,5.0,7
57353,2020-04-08 11:05:00,,7.0,7.0,,,-0.0,7
25828,2020-04-08 11:10:00,,8.0,5.0,,,5.0,7
25901,2020-04-08 11:10:00,,8.0,5.0,,2.0,5.0,7
25867,2020-04-08 11:10:00,,9.0,6.0,,,4.0,7
57354,2020-04-08 11:10:00,,8.0,6.0,,,0.0,7
25856,2020-04-08 11:10:00,,8.0,5.0,,,6.0,7
25843,2020-04-08 11:15:00,,8.0,6.0,,,5.0,7
57349,2020-04-08 11:15:00,,8.0,6.0,,,-0.0,7
25881,2020-04-08 11:15:00,,8.0,6.0,,,5.0,7
25804,2020-04-08 11:20:00,,7.0,6.0,,,6.0,7
57352,2020-04-08 11:20:00,,8.0,7.0,,,-0.0,7
25877,2020-04-08 11:25:00,,7.0,5.0,,,5.0,7
25803,2020-04-08 11:30:00,,8.0,6.0,,,5.0,7
25897,2020-04-08 11:30:00,,8.0,6.0,,,5.0,7
25936,2020-04-08 11:30:00,,8.0,7.0,,,5.0,7
25931,2020-04-08 11:35:00,,8.0,8.0,,,5.0,7
25899,2020-04-08 11:35:00,,8.0,6.0,,,6.0,7
25935,2020-04-08 11:35:00,,9.0,5.0,,,6.0,7
25889,2020-04-08 11:40:00,,8.0,6.0,,,5.0,7
25846,2020-04-08 11:40:00,,8.0,8.0,,,6.0,7
25934,2020-04-08 11:50:00,,8.0,5.0,,,5.0,7
25811,2020-04-08 11:50:00,,9.0,6.0,,,5.0,7
25831,2020-04-08 11:50:00,,9.0,6.0,,,6.0,7
25833,2020-04-08 12:20:00,,8.0,6.0,,,4.0,7
57350,2020-04-08 12:25:00,,7.0,5.0,,,1.0,7
4295,2020-04-08 12:25:00,,1.0,3.0,,,,7
25806,2020-04-08 12:30:00,,9.0,6.0,,,5.0,7
25875,2020-04-08 12:35:00,,8.0,6.0,,,5.0,7
25862,2020-04-08 12:50:00,,8.0,6.0,,,5.0,7
25869,2020-04-08 13:00:00,,7.0,7.0,,,5.0,7
57351,2020-04-08 13:15:00,,8.0,7.0,6.0,,-0.0,7
25914,2020-04-08 15:15:00,,8.0,7.0,,,5.0,7
25880,2020-04-08 15:35:00,,8.0,6.0,,,3.0,7
25924,2020-04-08 16:25:00,,8.0,6.0,,,6.0,7
25823,2020-04-08 16:50:00,,9.0,5.0,,,4.0,7
4302,2020-04-08 17:45:00,,10.0,10.0,,,0.0,7
70521,2020-04-09 15:25:00,,8.0,5.0,,,4.0,7
70517,2020-04-09 15:45:00,,9.0,6.0,,,5.0,7
70514,2020-04-09 15:45:00,,8.0,6.0,,,4.0,7
70516,2020-04-09 16:05:00,,8.0,6.0,,,3.0,7
70520,2020-04-09 16:10:00,,8.0,6.0,,,5.0,7
70525,2020-04-09 16:15:00,,7.0,7.0,,,4.0,7
70528,2020-04-09 16:20:00,,9.0,6.0,,,4.0,7
70523,2020-04-09 16:35:00,,7.0,6.0,,,4.0,7
70524,2020-04-09 16:45:00,,7.0,7.0,,,6.0,7
70526,2020-04-09 17:00:00,,8.0,7.0,,,4.0,7
70519,2020-04-09 17:05:00,,8.0,6.0,,,3.0,7
70522,2020-04-09 17:20:00,,8.0,6.0,,,5.0,7
70515,2020-04-09 17:20:00,,8.0,6.0,,,5.0,7
70512,2020-04-09 17:25:00,,8.0,6.0,,,4.0,7
70527,2020-04-09 17:30:00,,7.0,7.0,,,4.0,7
70513,2020-04-09 18:05:00,,8.0,7.0,,,4.0,7
70518,2020-04-09 18:10:00,,8.0,7.0,,,4.0,7
4301,2020-04-09 23:10:00,,10.0,0.0,,,,7
4305,2020-04-10 19:40:00,,10.0,2.0,,,0.0,7
4296,2020-04-10 20:55:00,,10.0,0.0,,,,7
