,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
1406,2020-04-06 05:05:00,6.0,9.0,2.0,,2.0,1.0,2
965,2020-04-06 05:10:00,10.0,4.0,4.0,,9.0,,2
584,2020-04-06 05:15:00,0.0,3.0,10.0,,8.0,,2
889,2020-04-06 05:20:00,10.0,3.0,3.0,,2.0,,2
616,2020-04-06 05:30:00,3.0,9.0,5.0,,9.0,,2
525,2020-04-06 05:55:00,6.0,7.0,7.0,,9.0,,2
689,2020-04-06 06:00:00,1.0,9.0,8.0,,3.0,,2
762,2020-04-06 06:15:00,1.0,7.0,7.0,,1.0,,2
883,2020-04-06 06:25:00,1.0,3.0,7.0,,0.0,0.0,2
1003,2020-04-06 06:30:00,0.0,9.0,10.0,,9.0,,2
1440,2020-04-06 06:40:00,10.0,10.0,0.0,,10.0,,2
1481,2020-04-06 07:00:00,7.0,9.0,3.0,,6.0,,2
1105,2020-04-06 07:00:00,3.0,0.0,3.0,,7.0,,2
394,2020-04-06 07:05:00,2.0,10.0,1.0,,5.0,,2
413,2020-04-06 07:15:00,6.0,0.0,10.0,,10.0,,2
900,2020-04-06 07:20:00,5.0,0.0,9.0,,3.0,,2
1068,2020-04-06 07:25:00,10.0,4.0,5.0,,5.0,,2
501,2020-04-06 07:25:00,0.0,9.0,10.0,,9.0,,2
515,2020-04-06 07:35:00,6.0,9.0,4.0,,5.0,,2
685,2020-04-06 08:10:00,2.0,2.0,10.0,,8.0,,2
384,2020-04-06 08:10:00,10.0,10.0,8.0,,3.0,0.0,2
1358,2020-04-06 08:10:00,1.0,4.0,5.0,,6.0,,2
1126,2020-04-06 08:15:00,9.0,10.0,10.0,,5.0,,2
1337,2020-04-06 08:20:00,5.0,1.0,4.0,,7.0,0.0,2
824,2020-04-06 08:25:00,2.0,1.0,4.0,,4.0,,2
1489,2020-04-06 08:25:00,8.0,0.0,6.0,,8.0,,2
1039,2020-04-06 08:40:00,10.0,4.0,2.0,,7.0,,2
716,2020-04-06 08:40:00,5.0,9.0,2.0,,8.0,,2
1187,2020-04-06 08:45:00,9.0,6.0,0.0,,4.0,,2
1351,2020-04-06 08:50:00,3.0,10.0,4.0,,8.0,0.0,2
445,2020-04-06 09:05:00,7.0,9.0,2.0,,0.0,,2
1173,2020-04-06 09:10:00,8.0,7.0,3.0,,9.0,,2
1113,2020-04-06 09:15:00,6.0,9.0,5.0,,2.0,1.0,2
727,2020-04-06 09:20:00,8.0,8.0,1.0,,0.0,,2
932,2020-04-06 09:25:00,7.0,7.0,9.0,,8.0,1.0,2
1207,2020-04-06 09:30:00,0.0,1.0,3.0,,2.0,,2
1049,2020-04-06 09:35:00,6.0,10.0,3.0,,6.0,,2
644,2020-04-06 09:40:00,2.0,10.0,8.0,,4.0,1.0,2
1422,2020-04-06 09:50:00,8.0,6.0,10.0,,9.0,,2
1464,2020-04-06 09:55:00,4.0,1.0,10.0,,9.0,,2
523,2020-04-06 10:00:00,4.0,1.0,1.0,,10.0,,2
814,2020-04-06 10:10:00,1.0,10.0,0.0,,1.0,1.0,2
1501,2020-04-06 10:15:00,5.0,7.0,0.0,,8.0,,2
1040,2020-04-06 10:45:00,7.0,1.0,7.0,,5.0,,2
787,2020-04-06 10:55:00,8.0,8.0,1.0,,9.0,,2
923,2020-04-06 10:55:00,3.0,1.0,7.0,,10.0,,2
1230,2020-04-06 10:55:00,5.0,10.0,8.0,,7.0,,2
1078,2020-04-06 11:05:00,6.0,0.0,1.0,,10.0,,2
400,2020-04-06 11:05:00,8.0,0.0,9.0,,10.0,,2
1090,2020-04-06 11:05:00,4.0,4.0,3.0,,3.0,,2
1263,2020-04-06 11:10:00,10.0,9.0,6.0,,6.0,,2
1231,2020-04-06 11:10:00,1.0,9.0,2.0,,8.0,,2
1448,2020-04-06 11:15:00,0.0,9.0,9.0,,5.0,,2
1214,2020-04-06 11:20:00,7.0,9.0,4.0,,6.0,,2
912,2020-04-06 11:35:00,9.0,1.0,8.0,,8.0,,2
1066,2020-04-06 11:35:00,4.0,0.0,3.0,,3.0,,2
811,2020-04-06 11:45:00,3.0,7.0,10.0,,10.0,,2
1427,2020-04-06 11:45:00,3.0,0.0,3.0,,7.0,,2
951,2020-04-06 11:50:00,3.0,10.0,9.0,,3.0,0.0,2
845,2020-04-06 12:05:00,4.0,0.0,1.0,,9.0,,2
604,2020-04-06 12:15:00,5.0,9.0,10.0,,1.0,,2
674,2020-04-06 12:15:00,5.0,10.0,8.0,,2.0,,2
1064,2020-04-06 12:25:00,1.0,6.0,2.0,,4.0,,2
1267,2020-04-06 12:30:00,1.0,3.0,5.0,,4.0,,2
1290,2020-04-06 12:35:00,10.0,8.0,1.0,,1.0,1.0,2
1379,2020-04-06 12:45:00,5.0,2.0,10.0,,8.0,,2
1327,2020-04-06 12:55:00,6.0,10.0,9.0,,1.0,,2
1252,2020-04-06 13:30:00,4.0,4.0,3.0,,8.0,,2
795,2020-04-06 13:30:00,9.0,4.0,8.0,,2.0,,2
673,2020-04-06 13:40:00,0.0,2.0,1.0,,10.0,,2
450,2020-04-06 13:40:00,0.0,0.0,10.0,,10.0,,2
609,2020-04-06 13:45:00,5.0,6.0,8.0,,1.0,,2
661,2020-04-06 13:45:00,0.0,10.0,6.0,,7.0,,2
1484,2020-04-06 13:45:00,1.0,10.0,7.0,,4.0,,2
533,2020-04-06 13:50:00,4.0,7.0,2.0,,10.0,,2
1022,2020-04-06 13:50:00,2.0,5.0,7.0,,10.0,,2
1384,2020-04-06 14:00:00,10.0,5.0,4.0,,3.0,,2
1211,2020-04-06 14:00:00,10.0,9.0,6.0,,8.0,,2
1433,2020-04-06 14:05:00,10.0,3.0,8.0,,7.0,,2
405,2020-04-06 14:05:00,7.0,2.0,8.0,,8.0,,2
856,2020-04-06 14:10:00,10.0,7.0,6.0,,6.0,,2
1013,2020-04-06 14:25:00,6.0,1.0,8.0,,9.0,,2
10909,2020-04-06 14:35:00,0.0,0.0,0.0,,1.0,-0.0,2
10930,2020-04-06 14:35:00,-0.0,0.0,-0.0,,2.0,0.0,2
10937,2020-04-06 14:35:00,0.0,0.0,0.0,,1.0,0.0,2
10939,2020-04-06 14:35:00,-0.0,0.0,-0.0,,1.0,-0.0,2
1308,2020-04-06 14:40:00,3.0,5.0,5.0,,6.0,,2
1293,2020-04-06 14:45:00,7.0,0.0,6.0,,7.0,,2
854,2020-04-06 14:45:00,8.0,8.0,6.0,,7.0,0.0,2
10908,2020-04-06 14:50:00,1.0,0.0,0.0,,1.0,1.0,2
712,2020-04-06 14:50:00,7.0,4.0,4.0,,1.0,,2
1363,2020-04-06 14:50:00,10.0,10.0,0.0,,1.0,,2
10929,2020-04-06 14:50:00,0.0,1.0,0.0,,1.0,0.0,2
10912,2020-04-06 14:50:00,0.0,1.0,0.0,,0.0,0.0,2
10910,2020-04-06 14:55:00,0.0,0.0,1.0,,-0.0,0.0,2
10926,2020-04-06 14:55:00,-0.0,0.0,1.0,,2.0,-0.0,2
778,2020-04-06 15:00:00,0.0,3.0,4.0,,8.0,1.0,2
1225,2020-04-06 15:00:00,3.0,1.0,10.0,,0.0,,2
10928,2020-04-06 15:00:00,-0.0,0.0,0.0,,2.0,0.0,2
434,2020-04-06 15:00:00,8.0,3.0,6.0,,1.0,0.0,2
10921,2020-04-06 15:05:00,1.0,0.0,0.0,,1.0,0.0,2
10933,2020-04-06 15:05:00,1.0,-0.0,0.0,,1.0,0.0,2
10915,2020-04-06 15:05:00,0.0,0.0,0.0,,2.0,-0.0,2
1254,2020-04-06 15:05:00,3.0,10.0,6.0,,0.0,,2
10935,2020-04-06 15:10:00,0.0,1.0,-0.0,,1.0,0.0,2
10923,2020-04-06 15:10:00,-0.0,1.0,-0.0,,-0.0,1.0,2
428,2020-04-06 15:10:00,10.0,4.0,8.0,,10.0,1.0,2
10917,2020-04-06 15:15:00,-0.0,0.0,-0.0,,1.0,1.0,2
10934,2020-04-06 15:20:00,-0.0,1.0,0.0,,1.0,1.0,2
10938,2020-04-06 15:20:00,-0.0,-0.0,0.0,,0.0,0.0,2
1439,2020-04-06 15:25:00,9.0,10.0,2.0,,9.0,,2
10927,2020-04-06 15:30:00,1.0,-0.0,-0.0,,0.0,0.0,2
10913,2020-04-06 15:30:00,0.0,0.0,0.0,,2.0,0.0,2
1186,2020-04-06 15:30:00,9.0,9.0,1.0,,10.0,,2
393,2020-04-06 15:35:00,3.0,10.0,6.0,,10.0,,2
447,2020-04-06 15:35:00,9.0,10.0,4.0,,2.0,,2
486,2020-04-06 15:45:00,10.0,6.0,2.0,,1.0,,2
709,2020-04-06 15:45:00,3.0,3.0,10.0,,10.0,,2
10907,2020-04-06 15:55:00,-0.0,0.0,0.0,,0.0,1.0,2
11579,2020-04-06 16:00:00,1.0,0.0,1.0,,1.0,0.0,2
11649,2020-04-06 16:00:00,-0.0,-0.0,0.0,,2.0,1.0,2
11663,2020-04-06 16:00:00,1.0,0.0,0.0,,1.0,1.0,2
11608,2020-04-06 16:00:00,0.0,-0.0,0.0,,1.0,0.0,2
10940,2020-04-06 16:00:00,0.0,0.0,0.0,,0.0,0.0,2
738,2020-04-06 16:00:00,10.0,10.0,9.0,,10.0,0.0,2
11589,2020-04-06 16:05:00,1.0,0.0,0.0,,2.0,1.0,2
1388,2020-04-06 16:05:00,5.0,1.0,10.0,,1.0,,2
11648,2020-04-06 16:05:00,0.0,0.0,-0.0,,2.0,0.0,2
11599,2020-04-06 16:05:00,-0.0,0.0,0.0,,1.0,1.0,2
10911,2020-04-06 16:05:00,0.0,0.0,0.0,,1.0,-0.0,2
555,2020-04-06 16:05:00,4.0,3.0,9.0,,10.0,,2
11539,2020-04-06 16:05:00,0.0,-0.0,0.0,,2.0,0.0,2
11662,2020-04-06 16:05:00,0.0,0.0,0.0,,1.0,1.0,2
1229,2020-04-06 16:05:00,1.0,4.0,10.0,,9.0,,2
1442,2020-04-06 16:10:00,0.0,10.0,2.0,,1.0,,2
11622,2020-04-06 16:10:00,1.0,0.0,1.0,,1.0,0.0,2
11534,2020-04-06 16:10:00,1.0,0.0,-0.0,,0.0,-0.0,2
11653,2020-04-06 16:10:00,-0.0,0.0,0.0,,0.0,0.0,2
11632,2020-04-06 16:10:00,0.0,-0.0,-0.0,,1.0,-0.0,2
11547,2020-04-06 16:10:00,-0.0,-0.0,0.0,,3.0,0.0,2
11643,2020-04-06 16:10:00,-0.0,0.0,0.0,,1.0,-0.0,2
11640,2020-04-06 16:10:00,-0.0,-0.0,1.0,,1.0,0.0,2
11583,2020-04-06 16:15:00,0.0,0.0,0.0,,1.0,-0.0,2
11543,2020-04-06 16:15:00,-0.0,-0.0,0.0,,1.0,0.0,2
11569,2020-04-06 16:15:00,0.0,-0.0,1.0,,1.0,1.0,2
11593,2020-04-06 16:15:00,-0.0,1.0,-0.0,,1.0,1.0,2
11586,2020-04-06 16:15:00,1.0,0.0,0.0,,-0.0,-0.0,2
11541,2020-04-06 16:15:00,0.0,-0.0,1.0,,1.0,0.0,2
11655,2020-04-06 16:15:00,-0.0,0.0,0.0,,0.0,-0.0,2
11573,2020-04-06 16:15:00,1.0,2.0,0.0,,0.0,1.0,2
11637,2020-04-06 16:15:00,0.0,-0.0,0.0,,-0.0,0.0,2
11554,2020-04-06 16:20:00,0.0,0.0,1.0,,0.0,0.0,2
11639,2020-04-06 16:20:00,-0.0,-0.0,1.0,,0.0,0.0,2
1425,2020-04-06 16:20:00,1.0,2.0,5.0,,10.0,1.0,2
10936,2020-04-06 16:20:00,0.0,0.0,0.0,,1.0,-0.0,2
1180,2020-04-06 16:20:00,10.0,3.0,8.0,,8.0,,2
11660,2020-04-06 16:20:00,0.0,-0.0,-0.0,,1.0,0.0,2
11542,2020-04-06 16:20:00,-0.0,0.0,1.0,,2.0,1.0,2
11617,2020-04-06 16:20:00,0.0,0.0,0.0,,1.0,1.0,2
11564,2020-04-06 16:20:00,0.0,0.0,-0.0,,1.0,1.0,2
11555,2020-04-06 16:20:00,1.0,0.0,-0.0,,1.0,0.0,2
11612,2020-04-06 16:20:00,0.0,1.0,-0.0,,1.0,0.0,2
11619,2020-04-06 16:25:00,0.0,0.0,1.0,,1.0,1.0,2
11531,2020-04-06 16:25:00,2.0,-0.0,0.0,,1.0,-0.0,2
11634,2020-04-06 16:25:00,2.0,-0.0,-0.0,,1.0,1.0,2
10924,2020-04-06 16:25:00,-0.0,1.0,0.0,,2.0,1.0,2
11584,2020-04-06 16:25:00,-0.0,0.0,-0.0,,2.0,0.0,2
11623,2020-04-06 16:25:00,1.0,1.0,-0.0,,2.0,-0.0,2
11533,2020-04-06 16:30:00,-0.0,0.0,1.0,,1.0,0.0,2
11651,2020-04-06 16:30:00,1.0,1.0,0.0,,1.0,1.0,2
11566,2020-04-06 16:30:00,-0.0,1.0,1.0,,0.0,-0.0,2
11604,2020-04-06 16:30:00,-0.0,0.0,0.0,,0.0,0.0,2
1260,2020-04-06 16:30:00,8.0,2.0,6.0,,1.0,,2
11551,2020-04-06 16:30:00,1.0,-0.0,-0.0,,0.0,-0.0,2
11611,2020-04-06 16:30:00,-0.0,0.0,0.0,,1.0,0.0,2
11548,2020-04-06 16:30:00,1.0,1.0,0.0,,1.0,-0.0,2
11609,2020-04-06 16:30:00,0.0,-0.0,0.0,,2.0,-0.0,2
11535,2020-04-06 16:30:00,1.0,0.0,0.0,,1.0,-0.0,2
11669,2020-04-06 16:35:00,0.0,0.0,-0.0,,1.0,1.0,2
11546,2020-04-06 16:35:00,-0.0,1.0,-0.0,,1.0,0.0,2
11638,2020-04-06 16:35:00,0.0,0.0,1.0,,-0.0,0.0,2
11588,2020-04-06 16:35:00,0.0,1.0,0.0,,1.0,-0.0,2
11577,2020-04-06 16:35:00,0.0,0.0,-0.0,,1.0,0.0,2
11557,2020-04-06 16:35:00,-0.0,-0.0,1.0,,1.0,-0.0,2
11556,2020-04-06 16:35:00,-0.0,1.0,1.0,,0.0,-0.0,2
11644,2020-04-06 16:40:00,-0.0,0.0,2.0,,1.0,0.0,2
11562,2020-04-06 16:40:00,0.0,-0.0,1.0,,0.0,0.0,2
11598,2020-04-06 16:40:00,-0.0,0.0,0.0,,0.0,0.0,2
10918,2020-04-06 16:40:00,-0.0,-0.0,0.0,,1.0,0.0,2
11545,2020-04-06 16:40:00,1.0,-0.0,-0.0,,-0.0,0.0,2
11647,2020-04-06 16:45:00,-0.0,0.0,1.0,,2.0,1.0,2
11661,2020-04-06 16:45:00,0.0,-0.0,0.0,,1.0,-0.0,2
11565,2020-04-06 16:45:00,1.0,0.0,0.0,,1.0,-0.0,2
11657,2020-04-06 16:45:00,-0.0,0.0,1.0,,1.0,0.0,2
11570,2020-04-06 16:45:00,-0.0,1.0,-0.0,,-0.0,1.0,2
11628,2020-04-06 16:45:00,0.0,-0.0,-0.0,,1.0,0.0,2
11559,2020-04-06 16:45:00,-0.0,0.0,1.0,,2.0,-0.0,2
1417,2020-04-06 16:45:00,8.0,9.0,4.0,,6.0,,2
1047,2020-04-06 16:45:00,4.0,0.0,10.0,,6.0,,2
10932,2020-04-06 16:50:00,-0.0,1.0,1.0,10.0,2.0,0.0,2
11585,2020-04-06 16:50:00,0.0,0.0,0.0,,0.0,0.0,2
11630,2020-04-06 16:50:00,0.0,1.0,0.0,,1.0,,2
11668,2020-04-06 16:50:00,0.0,-0.0,0.0,,-0.0,0.0,2
10919,2020-04-06 16:50:00,-0.0,0.0,0.0,,1.0,0.0,2
11666,2020-04-06 16:50:00,1.0,-0.0,1.0,,1.0,0.0,2
11567,2020-04-06 16:50:00,1.0,0.0,1.0,,1.0,0.0,2
11652,2020-04-06 16:50:00,0.0,0.0,-0.0,,2.0,0.0,2
11575,2020-04-06 16:55:00,0.0,0.0,0.0,,1.0,-0.0,2
11580,2020-04-06 16:55:00,0.0,1.0,0.0,,1.0,-0.0,2
11625,2020-04-06 16:55:00,0.0,0.0,0.0,,1.0,0.0,2
10914,2020-04-06 16:55:00,0.0,0.0,1.0,,2.0,0.0,2
11594,2020-04-06 16:55:00,1.0,0.0,-0.0,,0.0,-0.0,2
11614,2020-04-06 17:00:00,-0.0,0.0,0.0,,0.0,-0.0,2
11587,2020-04-06 17:00:00,0.0,0.0,-0.0,,1.0,0.0,2
11568,2020-04-06 17:00:00,0.0,-0.0,0.0,,1.0,0.0,2
10920,2020-04-06 17:00:00,1.0,1.0,0.0,,1.0,0.0,2
11606,2020-04-06 17:00:00,0.0,0.0,1.0,,-0.0,0.0,2
11558,2020-04-06 17:00:00,1.0,0.0,1.0,10.0,1.0,0.0,2
11616,2020-04-06 17:00:00,2.0,0.0,0.0,,1.0,0.0,2
820,2020-04-06 17:00:00,0.0,8.0,10.0,,10.0,,2
11658,2020-04-06 17:00:00,-0.0,1.0,-0.0,,0.0,0.0,2
858,2020-04-06 17:00:00,10.0,8.0,9.0,,5.0,,2
11601,2020-04-06 17:00:00,1.0,0.0,0.0,,0.0,1.0,2
11572,2020-04-06 17:05:00,0.0,0.0,1.0,,3.0,,2
11650,2020-04-06 17:10:00,0.0,0.0,0.0,,2.0,0.0,2
11635,2020-04-06 17:10:00,-0.0,1.0,1.0,,1.0,1.0,2
11629,2020-04-06 17:10:00,0.0,0.0,0.0,,1.0,0.0,2
11582,2020-04-06 17:15:00,1.0,0.0,-0.0,,1.0,1.0,2
541,2020-04-06 17:15:00,0.0,6.0,3.0,,9.0,,2
11571,2020-04-06 17:15:00,1.0,0.0,0.0,,0.0,0.0,2
11641,2020-04-06 17:15:00,-0.0,-0.0,2.0,,1.0,0.0,2
11532,2020-04-06 17:15:00,1.0,-0.0,-0.0,,0.0,0.0,2
11538,2020-04-06 17:15:00,0.0,-0.0,0.0,,1.0,-0.0,2
11563,2020-04-06 17:20:00,0.0,1.0,0.0,,2.0,0.0,2
10925,2020-04-06 17:20:00,-0.0,0.0,-0.0,7.0,1.0,-0.0,2
11591,2020-04-06 17:20:00,0.0,0.0,0.0,,1.0,-0.0,2
11595,2020-04-06 17:20:00,-0.0,-0.0,0.0,,2.0,-0.0,2
507,2020-04-06 17:25:00,2.0,5.0,10.0,,6.0,,2
11592,2020-04-06 17:25:00,-0.0,-0.0,2.0,,0.0,0.0,2
11631,2020-04-06 17:25:00,1.0,-0.0,0.0,,1.0,0.0,2
10941,2020-04-06 17:25:00,0.0,-0.0,1.0,,-0.0,0.0,2
11621,2020-04-06 17:30:00,0.0,0.0,0.0,,0.0,1.0,2
11636,2020-04-06 17:30:00,-0.0,1.0,1.0,,0.0,0.0,2
1074,2020-04-06 17:30:00,10.0,10.0,8.0,,3.0,,2
11645,2020-04-06 17:30:00,1.0,0.0,1.0,,0.0,-0.0,2
10922,2020-04-06 17:30:00,0.0,-0.0,0.0,,1.0,0.0,2
11603,2020-04-06 17:35:00,-0.0,0.0,0.0,,0.0,1.0,2
11624,2020-04-06 17:35:00,0.0,0.0,0.0,,2.0,0.0,2
10931,2020-04-06 17:35:00,0.0,-0.0,1.0,,1.0,-0.0,2
11620,2020-04-06 17:35:00,1.0,0.0,1.0,,1.0,0.0,2
11665,2020-04-06 17:35:00,0.0,0.0,-0.0,,1.0,0.0,2
11544,2020-04-06 17:40:00,0.0,0.0,1.0,,2.0,-0.0,2
11610,2020-04-06 17:40:00,0.0,0.0,0.0,,-0.0,1.0,2
408,2020-04-06 17:45:00,2.0,4.0,6.0,,5.0,,2
1500,2020-04-06 17:45:00,6.0,3.0,10.0,,0.0,0.0,2
11537,2020-04-06 17:50:00,0.0,0.0,1.0,,1.0,0.0,2
11633,2020-04-06 17:50:00,1.0,0.0,1.0,,1.0,-0.0,2
11600,2020-04-06 17:50:00,-0.0,-0.0,0.0,,1.0,0.0,2
11626,2020-04-06 17:50:00,-0.0,0.0,1.0,,1.0,0.0,2
11627,2020-04-06 17:55:00,0.0,0.0,2.0,,1.0,0.0,2
11656,2020-04-06 18:00:00,0.0,1.0,1.0,,2.0,1.0,2
11613,2020-04-06 18:00:00,1.0,0.0,0.0,,2.0,0.0,2
918,2020-04-06 18:00:00,3.0,0.0,9.0,,7.0,,2
11602,2020-04-06 18:05:00,0.0,-0.0,1.0,,1.0,-0.0,2
11615,2020-04-06 18:05:00,0.0,0.0,-0.0,,2.0,1.0,2
1234,2020-04-06 18:05:00,6.0,7.0,5.0,,10.0,,2
10916,2020-04-06 18:10:00,0.0,0.0,-0.0,,1.0,0.0,2
440,2020-04-06 18:10:00,10.0,4.0,3.0,,4.0,,2
11607,2020-04-06 18:15:00,1.0,0.0,1.0,,1.0,0.0,2
11654,2020-04-06 18:20:00,-0.0,1.0,1.0,,1.0,-0.0,2
1284,2020-04-06 18:20:00,8.0,1.0,8.0,,4.0,,2
11553,2020-04-06 18:20:00,0.0,0.0,0.0,,2.0,-0.0,2
1402,2020-04-06 18:25:00,5.0,10.0,6.0,,0.0,,2
11560,2020-04-06 18:25:00,-0.0,-0.0,0.0,,1.0,1.0,2
980,2020-04-06 18:30:00,4.0,5.0,2.0,,6.0,1.0,2
11605,2020-04-06 18:30:00,-0.0,0.0,-0.0,,-0.0,-0.0,2
1188,2020-04-06 18:30:00,6.0,4.0,10.0,,10.0,,2
11664,2020-04-06 18:30:00,-0.0,1.0,1.0,,1.0,1.0,2
1071,2020-04-06 18:35:00,7.0,10.0,1.0,,9.0,,2
11530,2020-04-06 18:40:00,-0.0,0.0,2.0,,2.0,0.0,2
1245,2020-04-06 18:40:00,10.0,1.0,8.0,,1.0,,2
11578,2020-04-06 18:45:00,0.0,-0.0,-0.0,,0.0,0.0,2
11576,2020-04-06 18:45:00,0.0,1.0,-0.0,,1.0,0.0,2
1111,2020-04-06 19:00:00,8.0,6.0,7.0,4.0,6.0,,2
1174,2020-04-06 19:00:00,2.0,1.0,1.0,,6.0,,2
11597,2020-04-06 19:00:00,-0.0,0.0,0.0,,1.0,0.0,2
11659,2020-04-06 19:00:00,1.0,0.0,0.0,,1.0,1.0,2
11581,2020-04-06 19:00:00,-0.0,-0.0,-0.0,,1.0,1.0,2
11549,2020-04-06 19:05:00,-0.0,0.0,-0.0,,1.0,0.0,2
11596,2020-04-06 19:05:00,1.0,0.0,-0.0,,1.0,-0.0,2
482,2020-04-06 19:10:00,0.0,0.0,10.0,,3.0,,2
11590,2020-04-06 19:10:00,-0.0,-0.0,0.0,,-0.0,-0.0,2
416,2020-04-06 19:15:00,4.0,8.0,0.0,,3.0,,2
11552,2020-04-06 19:15:00,0.0,-0.0,1.0,,2.0,1.0,2
1219,2020-04-06 19:20:00,2.0,4.0,1.0,,7.0,,2
944,2020-04-06 19:20:00,6.0,10.0,10.0,,8.0,,2
441,2020-04-06 19:25:00,4.0,6.0,10.0,,10.0,,2
11561,2020-04-06 19:35:00,-0.0,0.0,1.0,,2.0,0.0,2
1051,2020-04-06 19:40:00,10.0,8.0,5.0,,2.0,,2
11667,2020-04-06 19:40:00,1.0,0.0,0.0,,2.0,0.0,2
547,2020-04-06 19:45:00,5.0,3.0,9.0,,8.0,,2
1313,2020-04-06 19:50:00,10.0,9.0,6.0,,10.0,,2
815,2020-04-06 19:50:00,2.0,9.0,8.0,,4.0,,2
1479,2020-04-06 19:55:00,6.0,6.0,7.0,,0.0,,2
437,2020-04-06 20:00:00,8.0,9.0,10.0,,0.0,1.0,2
11550,2020-04-06 20:00:00,0.0,0.0,-0.0,,1.0,1.0,2
1199,2020-04-06 20:00:00,5.0,3.0,1.0,,7.0,,2
11618,2020-04-06 20:00:00,-0.0,1.0,-0.0,,1.0,-0.0,2
11642,2020-04-06 20:05:00,-0.0,0.0,0.0,,2.0,0.0,2
481,2020-04-06 20:20:00,10.0,5.0,4.0,,5.0,,2
1392,2020-04-06 20:25:00,2.0,4.0,5.0,,2.0,,2
464,2020-04-06 20:45:00,9.0,10.0,10.0,,10.0,,2
453,2020-04-06 21:10:00,0.0,6.0,10.0,,10.0,,2
612,2020-04-06 21:10:00,3.0,8.0,8.0,,2.0,,2
747,2020-04-06 21:10:00,10.0,0.0,8.0,3.0,6.0,,2
1202,2020-04-06 21:20:00,8.0,5.0,1.0,,7.0,,2
