,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
2492,2020-04-07 13:30:00,4.0,9.0,3.0,,10.0,,4
2463,2020-04-07 14:05:00,7.0,10.0,0.0,,2.0,,4
2573,2020-04-07 14:55:00,2.0,8.0,0.0,,6.0,,4
2364,2020-04-07 15:25:00,9.0,1.0,10.0,,3.0,,4
2510,2020-04-07 15:45:00,4.0,10.0,0.0,,10.0,,4
2417,2020-04-07 16:45:00,4.0,10.0,10.0,,9.0,,4
2399,2020-04-07 17:55:00,6.0,4.0,4.0,,4.0,,4
2446,2020-04-07 18:25:00,2.0,6.0,2.0,,0.0,,4
2478,2020-04-07 18:45:00,1.0,8.0,0.0,,4.0,,4
2471,2020-04-07 19:00:00,10.0,10.0,0.0,,8.0,,4
2470,2020-04-07 19:30:00,7.0,1.0,6.0,,5.0,1.0,4
2544,2020-04-07 19:35:00,6.0,9.0,9.0,,5.0,1.0,4
2394,2020-04-07 19:40:00,6.0,9.0,5.0,,5.0,,4
2548,2020-04-07 19:45:00,5.0,10.0,10.0,,5.0,,4
2543,2020-04-07 19:55:00,5.0,2.0,0.0,,1.0,,4
2431,2020-04-07 20:15:00,10.0,10.0,6.0,,9.0,0.0,4
2537,2020-04-07 20:25:00,10.0,3.0,10.0,,7.0,,4
2347,2020-04-07 20:40:00,4.0,0.0,8.0,,7.0,,4
2398,2020-04-07 20:50:00,10.0,6.0,4.0,,5.0,,4
2363,2020-04-07 20:55:00,10.0,7.0,5.0,,2.0,,4
2467,2020-04-07 21:00:00,7.0,9.0,5.0,,0.0,,4
2536,2020-04-07 22:30:00,7.0,9.0,10.0,,4.0,0.0,4
2413,2020-04-07 23:15:00,10.0,10.0,10.0,,3.0,,4
2569,2020-04-07 23:45:00,5.0,5.0,0.0,,0.0,,4
2422,2020-04-08 00:20:00,3.0,2.0,10.0,,4.0,,4
2546,2020-04-08 00:50:00,7.0,8.0,6.0,,5.0,,4
2379,2020-04-08 00:50:00,9.0,10.0,3.0,,9.0,,4
2458,2020-04-08 01:10:00,1.0,5.0,10.0,,5.0,,4
2516,2020-04-08 01:50:00,6.0,2.0,8.0,,6.0,0.0,4
2385,2020-04-08 02:00:00,3.0,2.0,4.0,,9.0,,4
2498,2020-04-08 02:30:00,5.0,0.0,0.0,,5.0,,4
2540,2020-04-08 02:45:00,10.0,7.0,0.0,,5.0,,4
2574,2020-04-08 03:00:00,8.0,9.0,6.0,,10.0,,4
2575,2020-04-08 03:15:00,2.0,2.0,10.0,,8.0,,4
2366,2020-04-08 03:15:00,6.0,1.0,1.0,,9.0,,4
2473,2020-04-08 03:50:00,2.0,10.0,9.0,,4.0,0.0,4
2538,2020-04-08 03:55:00,9.0,2.0,9.0,,6.0,,4
2506,2020-04-08 04:00:00,1.0,5.0,2.0,,4.0,0.0,4
2376,2020-04-08 04:15:00,2.0,2.0,3.0,,3.0,,4
2567,2020-04-08 04:55:00,6.0,4.0,5.0,6.0,9.0,,4
2568,2020-04-08 05:35:00,8.0,2.0,10.0,,0.0,,4
2404,2020-04-08 06:00:00,10.0,1.0,10.0,,9.0,,4
2433,2020-04-08 06:10:00,0.0,10.0,5.0,,10.0,0.0,4
2354,2020-04-08 06:10:00,5.0,9.0,10.0,,4.0,,4
2358,2020-04-08 06:35:00,10.0,5.0,2.0,,7.0,,4
2562,2020-04-08 06:35:00,7.0,5.0,7.0,,5.0,,4
2428,2020-04-08 07:45:00,0.0,2.0,2.0,,5.0,0.0,4
2525,2020-04-08 07:50:00,5.0,7.0,10.0,,4.0,,4
2356,2020-04-08 08:20:00,4.0,4.0,9.0,,4.0,,4
2499,2020-04-08 08:20:00,10.0,4.0,10.0,,7.0,,4
2479,2020-04-08 08:35:00,0.0,1.0,2.0,,1.0,,4
23714,2020-04-08 08:35:00,3.0,4.0,4.0,,2.0,6.0,4
24255,2020-04-08 08:35:00,3.0,2.0,4.0,,3.0,7.0,4
24187,2020-04-08 08:35:00,4.0,3.0,3.0,,2.0,6.0,4
24218,2020-04-08 08:40:00,4.0,3.0,3.0,,1.0,6.0,4
2555,2020-04-08 08:40:00,1.0,4.0,10.0,,0.0,,4
23806,2020-04-08 08:40:00,4.0,4.0,3.0,,2.0,5.0,4
23923,2020-04-08 08:40:00,3.0,3.0,3.0,,1.0,6.0,4
23957,2020-04-08 08:40:00,4.0,3.0,3.0,,2.0,7.0,4
24065,2020-04-08 08:40:00,5.0,3.0,4.0,,1.0,6.0,4
23384,2020-04-08 08:40:00,4.0,4.0,2.0,,2.0,7.0,4
23878,2020-04-08 08:40:00,5.0,3.0,2.0,,2.0,6.0,4
23600,2020-04-08 08:40:00,3.0,4.0,3.0,,3.0,7.0,4
23704,2020-04-08 08:40:00,4.0,3.0,3.0,,2.0,7.0,4
23677,2020-04-08 08:40:00,4.0,3.0,3.0,,2.0,8.0,4
23422,2020-04-08 08:40:00,4.0,3.0,3.0,,3.0,5.0,4
23306,2020-04-08 08:45:00,3.0,3.0,2.0,,2.0,6.0,4
23469,2020-04-08 08:45:00,4.0,3.0,2.0,,1.0,7.0,4
23468,2020-04-08 08:45:00,4.0,3.0,2.0,,1.0,6.0,4
23554,2020-04-08 08:45:00,4.0,3.0,2.0,,1.0,5.0,4
23599,2020-04-08 08:45:00,4.0,3.0,3.0,,2.0,6.0,4
23435,2020-04-08 08:45:00,4.0,3.0,4.0,,3.0,6.0,4
23661,2020-04-08 08:45:00,4.0,2.0,2.0,,1.0,5.0,4
23344,2020-04-08 08:45:00,4.0,4.0,4.0,,2.0,7.0,4
23904,2020-04-08 08:45:00,4.0,3.0,2.0,,3.0,5.0,4
24131,2020-04-08 08:45:00,4.0,2.0,2.0,,2.0,6.0,4
24108,2020-04-08 08:45:00,5.0,4.0,2.0,,1.0,7.0,4
24196,2020-04-08 08:45:00,4.0,2.0,3.0,,2.0,7.0,4
24076,2020-04-08 08:45:00,3.0,3.0,3.0,,2.0,5.0,4
24061,2020-04-08 08:45:00,4.0,3.0,3.0,,2.0,6.0,4
24204,2020-04-08 08:45:00,3.0,3.0,2.0,,3.0,6.0,4
24245,2020-04-08 08:45:00,5.0,3.0,4.0,,1.0,6.0,4
23984,2020-04-08 08:45:00,4.0,2.0,3.0,,2.0,6.0,4
23976,2020-04-08 08:45:00,4.0,3.0,4.0,,2.0,6.0,4
23924,2020-04-08 08:45:00,5.0,3.0,3.0,,1.0,6.0,4
23890,2020-04-08 08:45:00,4.0,3.0,3.0,,2.0,6.0,4
23862,2020-04-08 08:45:00,5.0,4.0,3.0,,2.0,5.0,4
23853,2020-04-08 08:45:00,4.0,3.0,3.0,,2.0,8.0,4
24147,2020-04-08 08:45:00,4.0,1.0,2.0,,2.0,7.0,4
23844,2020-04-08 08:50:00,4.0,3.0,3.0,,2.0,6.0,4
24139,2020-04-08 08:50:00,4.0,3.0,4.0,,2.0,7.0,4
23372,2020-04-08 08:50:00,3.0,3.0,3.0,,1.0,5.0,4
23381,2020-04-08 08:50:00,3.0,2.0,3.0,,2.0,6.0,4
24175,2020-04-08 08:50:00,3.0,3.0,4.0,,4.0,6.0,4
24177,2020-04-08 08:50:00,4.0,3.0,4.0,,3.0,5.0,4
24093,2020-04-08 08:50:00,4.0,3.0,3.0,,1.0,6.0,4
23330,2020-04-08 08:50:00,5.0,4.0,3.0,,2.0,7.0,4
23452,2020-04-08 08:50:00,3.0,3.0,3.0,,2.0,5.0,4
24040,2020-04-08 08:50:00,4.0,3.0,3.0,1.0,2.0,5.0,4
24028,2020-04-08 08:50:00,5.0,3.0,3.0,,2.0,6.0,4
24021,2020-04-08 08:50:00,4.0,4.0,4.0,,3.0,6.0,4
23840,2020-04-08 08:50:00,4.0,4.0,3.0,,2.0,6.0,4
24265,2020-04-08 08:50:00,4.0,4.0,3.0,,2.0,6.0,4
23466,2020-04-08 08:50:00,5.0,4.0,3.0,,2.0,7.0,4
23761,2020-04-08 08:50:00,5.0,4.0,3.0,,2.0,5.0,4
23678,2020-04-08 08:50:00,5.0,3.0,3.0,,2.0,8.0,4
23830,2020-04-08 08:50:00,4.0,3.0,4.0,,4.0,7.0,4
23854,2020-04-08 08:50:00,5.0,2.0,4.0,,2.0,7.0,4
23320,2020-04-08 08:50:00,4.0,3.0,4.0,,2.0,6.0,4
23614,2020-04-08 08:50:00,3.0,3.0,3.0,,1.0,6.0,4
23608,2020-04-08 08:50:00,4.0,2.0,4.0,,0.0,5.0,4
23670,2020-04-08 08:50:00,4.0,3.0,3.0,,1.0,6.0,4
23622,2020-04-08 08:50:00,5.0,3.0,3.0,,2.0,5.0,4
23665,2020-04-08 08:50:00,3.0,3.0,4.0,,2.0,6.0,4
23868,2020-04-08 08:50:00,4.0,3.0,3.0,,2.0,5.0,4
23467,2020-04-08 08:50:00,3.0,4.0,3.0,,2.0,6.0,4
24163,2020-04-08 08:55:00,4.0,3.0,2.0,,3.0,6.0,4
23655,2020-04-08 08:55:00,4.0,3.0,3.0,,2.0,7.0,4
24197,2020-04-08 08:55:00,4.0,4.0,3.0,,2.0,7.0,4
24202,2020-04-08 08:55:00,4.0,4.0,3.0,,2.0,6.0,4
23427,2020-04-08 08:55:00,4.0,3.0,3.0,,2.0,7.0,4
23434,2020-04-08 08:55:00,4.0,4.0,4.0,,1.0,7.0,4
23749,2020-04-08 08:55:00,4.0,2.0,3.0,,2.0,6.0,4
23500,2020-04-08 08:55:00,4.0,1.0,4.0,,2.0,6.0,4
23296,2020-04-08 08:55:00,3.0,3.0,3.0,,2.0,6.0,4
24160,2020-04-08 08:55:00,5.0,3.0,3.0,,2.0,7.0,4
24267,2020-04-08 08:55:00,4.0,3.0,2.0,,3.0,6.0,4
23290,2020-04-08 08:55:00,5.0,3.0,2.0,,3.0,6.0,4
23329,2020-04-08 08:55:00,4.0,2.0,3.0,,1.0,7.0,4
24253,2020-04-08 08:55:00,4.0,4.0,4.0,,2.0,5.0,4
23863,2020-04-08 08:55:00,5.0,3.0,2.0,,2.0,5.0,4
23745,2020-04-08 08:55:00,4.0,4.0,3.0,,2.0,7.0,4
24102,2020-04-08 08:55:00,4.0,3.0,4.0,,2.0,6.0,4
24096,2020-04-08 08:55:00,3.0,3.0,4.0,,3.0,6.0,4
23792,2020-04-08 08:55:00,5.0,2.0,4.0,,1.0,6.0,4
24041,2020-04-08 08:55:00,3.0,3.0,3.0,,2.0,6.0,4
23799,2020-04-08 08:55:00,5.0,3.0,3.0,,3.0,7.0,4
23794,2020-04-08 08:55:00,3.0,4.0,2.0,,2.0,5.0,4
23797,2020-04-08 08:55:00,4.0,3.0,4.0,7.0,2.0,6.0,4
24049,2020-04-08 08:55:00,4.0,3.0,3.0,,2.0,7.0,4
24144,2020-04-08 09:00:00,4.0,2.0,3.0,,2.0,6.0,4
23855,2020-04-08 09:00:00,4.0,2.0,3.0,,2.0,6.0,4
23635,2020-04-08 09:00:00,4.0,2.0,2.0,,2.0,6.0,4
52293,2020-04-08 09:00:00,6.0,5.0,5.0,,6.0,3.0,4
23882,2020-04-08 09:00:00,4.0,4.0,2.0,,2.0,7.0,4
23883,2020-04-08 09:00:00,3.0,2.0,3.0,,2.0,6.0,4
24152,2020-04-08 09:00:00,5.0,3.0,3.0,,3.0,6.0,4
2370,2020-04-08 09:00:00,10.0,1.0,6.0,,1.0,,4
23702,2020-04-08 09:00:00,4.0,2.0,3.0,,1.0,5.0,4
23611,2020-04-08 09:00:00,4.0,3.0,3.0,,3.0,6.0,4
52372,2020-04-08 09:00:00,6.0,5.0,6.0,,4.0,3.0,4
23484,2020-04-08 09:00:00,4.0,3.0,3.0,,2.0,6.0,4
23589,2020-04-08 09:00:00,4.0,3.0,3.0,,3.0,5.0,4
23488,2020-04-08 09:00:00,4.0,2.0,3.0,,2.0,6.0,4
23485,2020-04-08 09:00:00,4.0,2.0,3.0,,3.0,5.0,4
23291,2020-04-08 09:00:00,4.0,4.0,2.0,,2.0,6.0,4
52404,2020-04-08 09:00:00,6.0,5.0,5.0,,4.0,2.0,4
23428,2020-04-08 09:00:00,5.0,4.0,2.0,,1.0,5.0,4
23793,2020-04-08 09:00:00,3.0,3.0,3.0,,3.0,6.0,4
23743,2020-04-08 09:00:00,3.0,4.0,3.0,,2.0,6.0,4
23413,2020-04-08 09:00:00,4.0,2.0,4.0,,2.0,5.0,4
23337,2020-04-08 09:00:00,4.0,4.0,3.0,,2.0,6.0,4
23595,2020-04-08 09:00:00,4.0,2.0,4.0,,2.0,7.0,4
52289,2020-04-08 09:00:00,5.0,6.0,5.0,,4.0,3.0,4
23894,2020-04-08 09:00:00,4.0,3.0,2.0,,2.0,6.0,4
51979,2020-04-08 09:00:00,6.0,4.0,6.0,,3.0,2.0,4
51901,2020-04-08 09:00:00,6.0,5.0,6.0,,4.0,3.0,4
52219,2020-04-08 09:00:00,7.0,4.0,4.0,,4.0,3.0,4
24020,2020-04-08 09:00:00,4.0,2.0,2.0,,2.0,5.0,4
24246,2020-04-08 09:00:00,4.0,3.0,2.0,,1.0,5.0,4
51959,2020-04-08 09:00:00,6.0,4.0,5.0,,4.0,4.0,4
51963,2020-04-08 09:00:00,5.0,4.0,4.0,,3.0,3.0,4
23986,2020-04-08 09:00:00,4.0,4.0,3.0,,1.0,6.0,4
24071,2020-04-08 09:00:00,2.0,3.0,3.0,,3.0,7.0,4
51999,2020-04-08 09:00:00,7.0,4.0,5.0,,4.0,3.0,4
23990,2020-04-08 09:00:00,6.0,2.0,3.0,,2.0,5.0,4
24121,2020-04-08 09:00:00,4.0,3.0,2.0,,2.0,5.0,4
52193,2020-04-08 09:00:00,7.0,5.0,4.0,,3.0,2.0,4
24170,2020-04-08 09:00:00,5.0,1.0,3.0,,1.0,5.0,4
52110,2020-04-08 09:00:00,7.0,7.0,5.0,,5.0,3.0,4
52489,2020-04-08 09:05:00,6.0,6.0,5.0,,4.0,3.0,4
23479,2020-04-08 09:05:00,5.0,3.0,3.0,,3.0,6.0,4
23773,2020-04-08 09:05:00,3.0,3.0,4.0,,1.0,6.0,4
23375,2020-04-08 09:05:00,4.0,4.0,4.0,,1.0,7.0,4
52412,2020-04-08 09:05:00,5.0,5.0,4.0,,4.0,4.0,4
23718,2020-04-08 09:05:00,4.0,3.0,3.0,,2.0,6.0,4
24216,2020-04-08 09:05:00,4.0,3.0,4.0,,1.0,7.0,4
24193,2020-04-08 09:05:00,5.0,3.0,2.0,,2.0,7.0,4
52474,2020-04-08 09:05:00,7.0,6.0,5.0,,5.0,2.0,4
24057,2020-04-08 09:05:00,5.0,3.0,3.0,,3.0,7.0,4
52523,2020-04-08 09:05:00,7.0,5.0,4.0,,3.0,3.0,4
24189,2020-04-08 09:05:00,4.0,3.0,4.0,,1.0,6.0,4
24080,2020-04-08 09:05:00,4.0,4.0,3.0,,2.0,7.0,4
24091,2020-04-08 09:05:00,5.0,3.0,4.0,,1.0,6.0,4
23736,2020-04-08 09:05:00,4.0,3.0,4.0,,2.0,6.0,4
52258,2020-04-08 09:05:00,7.0,5.0,5.0,,5.0,4.0,4
23544,2020-04-08 09:05:00,4.0,4.0,2.0,,2.0,5.0,4
52400,2020-04-08 09:05:00,6.0,4.0,5.0,,4.0,3.0,4
23707,2020-04-08 09:05:00,5.0,3.0,3.0,,3.0,6.0,4
23985,2020-04-08 09:05:00,5.0,3.0,3.0,,2.0,6.0,4
52192,2020-04-08 09:05:00,6.0,4.0,5.0,,4.0,3.0,4
23971,2020-04-08 09:05:00,4.0,3.0,3.0,,2.0,6.0,4
52100,2020-04-08 09:05:00,6.0,5.0,4.0,,3.0,2.0,4
23674,2020-04-08 09:05:00,3.0,3.0,4.0,,2.0,5.0,4
52091,2020-04-08 09:05:00,5.0,6.0,5.0,,4.0,2.0,4
52090,2020-04-08 09:05:00,6.0,3.0,5.0,,3.0,3.0,4
23816,2020-04-08 09:05:00,4.0,3.0,3.0,,2.0,6.0,4
51991,2020-04-08 09:05:00,5.0,5.0,6.0,,6.0,4.0,4
23649,2020-04-08 09:05:00,4.0,3.0,3.0,,2.0,4.0,4
23361,2020-04-08 09:05:00,4.0,2.0,3.0,,2.0,6.0,4
52307,2020-04-08 09:05:00,6.0,5.0,4.0,9.0,5.0,4.0,4
23825,2020-04-08 09:05:00,4.0,4.0,3.0,,2.0,5.0,4
52369,2020-04-08 09:05:00,5.0,4.0,4.0,,5.0,3.0,4
51954,2020-04-08 09:05:00,4.0,6.0,4.0,,4.0,3.0,4
51935,2020-04-08 09:05:00,5.0,5.0,6.0,,3.0,3.0,4
51928,2020-04-08 09:05:00,6.0,5.0,6.0,,4.0,4.0,4
23875,2020-04-08 09:05:00,4.0,2.0,3.0,,2.0,7.0,4
24250,2020-04-08 09:05:00,3.0,2.0,3.0,,2.0,5.0,4
52068,2020-04-08 09:05:00,7.0,5.0,4.0,,4.0,3.0,4
23305,2020-04-08 09:05:00,5.0,3.0,4.0,,1.0,6.0,4
23313,2020-04-08 09:05:00,3.0,4.0,2.0,,3.0,7.0,4
23339,2020-04-08 09:05:00,3.0,3.0,2.0,,3.0,5.0,4
2487,2020-04-08 09:05:00,9.0,2.0,2.0,,4.0,1.0,4
24038,2020-04-08 09:10:00,5.0,3.0,3.0,,2.0,7.0,4
